Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Bahawalpur,2001-04-30,Monthly,6.066666666666666,2206154.0,50.78333333333333,Urban
Bahawalpur,2001-05-31,Monthly,6.058333333333334,2059964.5,49.55166666666667,Urban
Bahawalpur,2001-06-30,Monthly,6.05,1913775.0,48.32,Urban
Bahawalpur,2001-07-31,Monthly,6.041666666666666,1767585.5,47.08833333333334,Urban
Bahawalpur,2001-08-31,Monthly,6.033333333333333,1621396.0,45.85666666666667,Urban
Bahawalpur,2001-09-30,Monthly,6.025,1475206.5,44.625,Urban
Bahawalpur,2001-10-31,Monthly,6.016666666666667,1329017.0,43.39333333333333,Urban
Bahawalpur,2001-11-30,Monthly,6.008333333333333,1182827.5,42.16166666666667,Urban
Bahawalpur,2001-12-31,Monthly,6.0,1036638.0,40.93,Urban
Bahawalpur,2002-01-31,Monthly,5.983333333333333,1022054.5833333334,41.486666666666665,Urban
Bahawalpur,2002-02-28,Monthly,5.966666666666667,1007471.1666666666,42.04333333333334,Urban
Bahawalpur,2002-03-31,Monthly,5.95,992887.75,42.6,Urban
Bahawalpur,2002-04-30,Monthly,5.933333333333334,978304.3333333334,43.156666666666666,Urban
Bahawalpur,2002-05-31,Monthly,5.916666666666667,963720.9166666666,43.71333333333333,Urban
Bahawalpur,2002-06-30,Monthly,5.9,949137.5,44.269999999999996,Urban
Bahawalpur,2002-07-31,Monthly,5.883333333333333,934554.0833333334,44.82666666666667,Urban
Bahawalpur,2002-08-31,Monthly,5.866666666666666,919970.6666666666,45.38333333333333,Urban
Bahawalpur,2002-09-30,Monthly,5.85,905387.25,45.94,Urban
Bahawalpur,2002-10-31,Monthly,5.833333333333333,890803.8333333334,46.49666666666667,Urban
Bahawalpur,2002-11-30,Monthly,5.816666666666666,876220.4166666667,47.053333333333335,Urban
Bahawalpur,2002-12-31,Monthly,5.8,861637.0,47.61,Urban
Bahawalpur,2003-01-31,Monthly,5.783333333333333,977979.1666666666,47.6075,Urban
Bahawalpur,2003-02-28,Monthly,5.766666666666667,1094321.3333333333,47.605,Urban
Bahawalpur,2003-03-31,Monthly,5.75,1210663.5,47.6025,Urban
Bahawalpur,2003-04-30,Monthly,5.733333333333333,1327005.6666666667,47.6,Urban
Bahawalpur,2003-05-31,Monthly,5.716666666666667,1443347.8333333335,47.5975,Urban
Bahawalpur,2003-06-30,Monthly,5.699999999999999,1559690.0,47.595,Urban
Bahawalpur,2003-07-31,Monthly,5.683333333333333,1676032.1666666667,47.5925,Urban
Bahawalpur,2003-08-31,Monthly,5.666666666666666,1792374.3333333335,47.589999999999996,Urban
Bahawalpur,2003-09-30,Monthly,5.6499999999999995,1908716.5,47.5875,Urban
Bahawalpur,2003-10-31,Monthly,5.633333333333333,2025058.6666666667,47.585,Urban
Bahawalpur,2003-11-30,Monthly,5.616666666666666,2141400.8333333335,47.582499999999996,Urban
Bahawalpur,2003-12-31,Monthly,5.6,2257743.0,47.58,Urban
Bahawalpur,2004-01-31,Monthly,5.608333333333333,2094315.25,48.03916666666667,Urban
Bahawalpur,2004-02-29,Monthly,5.616666666666666,1930887.5,48.498333333333335,Urban
Bahawalpur,2004-03-31,Monthly,5.625,1767459.75,48.957499999999996,Urban
Bahawalpur,2004-04-30,Monthly,5.633333333333333,1604032.0,49.416666666666664,Urban
Bahawalpur,2004-05-31,Monthly,5.641666666666667,1440604.25,49.87583333333333,Urban
Bahawalpur,2004-06-30,Monthly,5.65,1277176.5,50.335,Urban
Bahawalpur,2004-07-31,Monthly,5.658333333333333,1113748.75,50.79416666666667,Urban
Bahawalpur,2004-08-31,Monthly,5.666666666666667,950321.0,51.25333333333334,Urban
Bahawalpur,2004-09-30,Monthly,5.675,786893.25,51.712500000000006,Urban
Bahawalpur,2004-10-31,Monthly,5.683333333333334,623465.5,52.17166666666667,Urban
Bahawalpur,2004-11-30,Monthly,5.691666666666666,460037.75,52.630833333333335,Urban
Bahawalpur,2004-12-31,Monthly,5.7,296610.0,53.09,Urban
Bahawalpur,2005-01-31,Monthly,5.683333333333334,475001.9166666666,52.185833333333335,Urban
Bahawalpur,2005-02-28,Monthly,5.666666666666667,653393.8333333333,51.281666666666666,Urban
Bahawalpur,2005-03-31,Monthly,5.65,831785.75,50.377500000000005,Urban
Bahawalpur,2005-04-30,Monthly,5.633333333333334,1010177.6666666666,49.473333333333336,Urban
Bahawalpur,2005-05-31,Monthly,5.616666666666667,1188569.5833333333,48.56916666666667,Urban
Bahawalpur,2005-06-30,Monthly,5.6,1366961.5,47.665000000000006,Urban
Bahawalpur,2005-07-31,Monthly,5.583333333333333,1545353.4166666665,46.76083333333334,Urban
Bahawalpur,2005-08-31,Monthly,5.566666666666666,1723745.3333333333,45.85666666666667,Urban
Bahawalpur,2005-09-30,Monthly,5.55,1902137.25,44.9525,Urban
Bahawalpur,2005-10-31,Monthly,5.533333333333333,2080529.1666666665,44.04833333333333,Urban
Bahawalpur,2005-11-30,Monthly,5.516666666666667,2258921.083333333,43.14416666666667,Urban
Bahawalpur,2005-12-31,Monthly,5.5,2437313.0,42.24,Urban
Bahawalpur,2006-01-31,Monthly,5.483333333333333,2403034.0,42.525,Urban
Bahawalpur,2006-02-28,Monthly,5.466666666666667,2368755.0,42.81,Urban
Bahawalpur,2006-03-31,Monthly,5.45,2334476.0,43.095,Urban
Bahawalpur,2006-04-30,Monthly,5.433333333333334,2300197.0,43.38,Urban
Bahawalpur,2006-05-31,Monthly,5.416666666666667,2265918.0,43.665,Urban
Bahawalpur,2006-06-30,Monthly,5.4,2231639.0,43.95,Urban
Bahawalpur,2006-07-31,Monthly,5.383333333333333,2197360.0,44.235,Urban
Bahawalpur,2006-08-31,Monthly,5.366666666666666,2163081.0,44.519999999999996,Urban
Bahawalpur,2006-09-30,Monthly,5.35,2128802.0,44.805,Urban
Bahawalpur,2006-10-31,Monthly,5.333333333333333,2094523.0,45.089999999999996,Urban
Bahawalpur,2006-11-30,Monthly,5.316666666666666,2060244.0,45.375,Urban
Bahawalpur,2006-12-31,Monthly,5.3,2025965.0,45.66,Urban
Bahawalpur,2007-01-31,Monthly,5.2749999999999995,2080338.4166666667,46.5325,Urban
Bahawalpur,2007-02-28,Monthly,5.25,2134711.8333333335,47.405,Urban
Bahawalpur,2007-03-31,Monthly,5.225,2189085.25,48.277499999999996,Urban
Bahawalpur,2007-04-30,Monthly,5.2,2243458.6666666665,49.15,Urban
Bahawalpur,2007-05-31,Monthly,5.175,2297832.0833333335,50.0225,Urban
Bahawalpur,2007-06-30,Monthly,5.15,2352205.5,50.894999999999996,Urban
Bahawalpur,2007-07-31,Monthly,5.125,2406578.9166666665,51.7675,Urban
Bahawalpur,2007-08-31,Monthly,5.1,2460952.3333333335,52.64,Urban
Bahawalpur,2007-09-30,Monthly,5.075,2515325.75,53.5125,Urban
Bahawalpur,2007-10-31,Monthly,5.05,2569699.1666666665,54.385000000000005,Urban
Bahawalpur,2007-11-30,Monthly,5.025,2624072.583333333,55.2575,Urban
Bahawalpur,2007-12-31,Monthly,5.0,2678446.0,56.13,Urban
Bahawalpur,2008-01-31,Monthly,5.016666666666667,2590554.9166666665,55.81,Urban
Bahawalpur,2008-02-29,Monthly,5.033333333333333,2502663.8333333335,55.49,Urban
Bahawalpur,2008-03-31,Monthly,5.05,2414772.75,55.17,Urban
Bahawalpur,2008-04-30,Monthly,5.066666666666666,2326881.6666666665,54.85,Urban
Bahawalpur,2008-05-31,Monthly,5.083333333333333,2238990.5833333335,54.53,Urban
Bahawalpur,2008-06-30,Monthly,5.1,2151099.5,54.21,Urban
Bahawalpur,2008-07-31,Monthly,5.116666666666667,2063208.4166666667,53.89,Urban
Bahawalpur,2008-08-31,Monthly,5.133333333333334,1975317.3333333335,53.57,Urban
Bahawalpur,2008-09-30,Monthly,5.15,1887426.25,53.25,Urban
Bahawalpur,2008-10-31,Monthly,5.166666666666667,1799535.1666666667,52.93,Urban
Bahawalpur,2008-11-30,Monthly,5.183333333333334,1711644.0833333335,52.61,Urban
Bahawalpur,2008-12-31,Monthly,5.2,1623753.0,52.29,Urban
Bahawalpur,2009-01-31,Monthly,5.2250000000000005,1710249.75,51.88166666666667,Urban
Bahawalpur,2009-02-28,Monthly,5.25,1796746.5,51.47333333333333,Urban
Bahawalpur,2009-03-31,Monthly,5.275,1883243.25,51.065,Urban
Bahawalpur,2009-04-30,Monthly,5.3,1969740.0,50.656666666666666,Urban
Bahawalpur,2009-05-31,Monthly,5.325,2056236.75,50.248333333333335,Urban
Bahawalpur,2009-06-30,Monthly,5.35,2142733.5,49.84,Urban
Bahawalpur,2009-07-31,Monthly,5.375,2229230.25,49.431666666666665,Urban
Bahawalpur,2009-08-31,Monthly,5.4,2315727.0,49.02333333333333,Urban
Bahawalpur,2009-09-30,Monthly,5.425,2402223.75,48.615,Urban
Bahawalpur,2009-10-31,Monthly,5.45,2488720.5,48.20666666666666,Urban
Bahawalpur,2009-11-30,Monthly,5.475,2575217.25,47.79833333333333,Urban
Bahawalpur,2009-12-31,Monthly,5.5,2661714.0,47.39,Urban
Bahawalpur,2010-01-31,Monthly,5.541666666666667,2523940.0833333335,47.9275,Urban
Bahawalpur,2010-02-28,Monthly,5.583333333333333,2386166.1666666665,48.465,Urban
Bahawalpur,2010-03-31,Monthly,5.625,2248392.25,49.0025,Urban
Bahawalpur,2010-04-30,Monthly,5.666666666666667,2110618.3333333335,49.54,Urban
Bahawalpur,2010-05-31,Monthly,5.708333333333333,1972844.4166666667,50.0775,Urban
Bahawalpur,2010-06-30,Monthly,5.75,1835070.5,50.615,Urban
Bahawalpur,2010-07-31,Monthly,5.791666666666667,1697296.5833333335,51.1525,Urban
Bahawalpur,2010-08-31,Monthly,5.833333333333333,1559522.6666666667,51.690000000000005,Urban
Bahawalpur,2010-09-30,Monthly,5.875,1421748.75,52.227500000000006,Urban
Bahawalpur,2010-10-31,Monthly,5.916666666666667,1283974.8333333335,52.765,Urban
Bahawalpur,2010-11-30,Monthly,5.958333333333333,1146200.9166666667,53.3025,Urban
Bahawalpur,2010-12-31,Monthly,6.0,1008427.0,53.84,Urban
Bahawalpur,2011-01-31,Monthly,6.016666666666667,985907.4166666666,53.07916666666667,Urban
Bahawalpur,2011-02-28,Monthly,6.033333333333333,963387.8333333334,52.318333333333335,Urban
Bahawalpur,2011-03-31,Monthly,6.05,940868.25,51.557500000000005,Urban
Bahawalpur,2011-04-30,Monthly,6.066666666666666,918348.6666666666,50.79666666666667,Urban
Bahawalpur,2011-05-31,Monthly,6.083333333333333,895829.0833333334,50.035833333333336,Urban
Bahawalpur,2011-06-30,Monthly,6.1,873309.5,49.275000000000006,Urban
Bahawalpur,2011-07-31,Monthly,6.116666666666667,850789.9166666667,48.51416666666667,Urban
Bahawalpur,2011-08-31,Monthly,6.133333333333334,828270.3333333334,47.75333333333334,Urban
Bahawalpur,2011-09-30,Monthly,6.15,805750.75,46.9925,Urban
Bahawalpur,2011-10-31,Monthly,6.166666666666667,783231.1666666667,46.23166666666667,Urban
Bahawalpur,2011-11-30,Monthly,6.183333333333334,760711.5833333334,45.47083333333333,Urban
Bahawalpur,2011-12-31,Monthly,6.2,738192.0,44.71,Urban
Bahawalpur,2012-01-31,Monthly,6.216666666666667,894226.75,45.410000000000004,Urban
Bahawalpur,2012-02-29,Monthly,6.233333333333333,1050261.5,46.11,Urban
Bahawalpur,2012-03-31,Monthly,6.25,1206296.25,46.81,Urban
Bahawalpur,2012-04-30,Monthly,6.266666666666667,1362331.0,47.51,Urban
Bahawalpur,2012-05-31,Monthly,6.283333333333333,1518365.75,48.21,Urban
Bahawalpur,2012-06-30,Monthly,6.300000000000001,1674400.5,48.91,Urban
Bahawalpur,2012-07-31,Monthly,6.316666666666667,1830435.25,49.61,Urban
Bahawalpur,2012-08-31,Monthly,6.333333333333334,1986470.0,50.31,Urban
Bahawalpur,2012-09-30,Monthly,6.3500000000000005,2142504.75,51.01,Urban
Bahawalpur,2012-10-31,Monthly,6.366666666666667,2298539.5,51.71,Urban
Bahawalpur,2012-11-30,Monthly,6.383333333333334,2454574.25,52.41,Urban
Bahawalpur,2012-12-31,Monthly,6.4,2610609.0,53.11,Urban
Bahawalpur,2013-01-31,Monthly,6.375,2498979.25,52.04833333333333,Urban
Bahawalpur,2013-02-28,Monthly,6.3500000000000005,2387349.5,50.986666666666665,Urban
Bahawalpur,2013-03-31,Monthly,6.325,2275719.75,49.925,Urban
Bahawalpur,2013-04-30,Monthly,6.3,2164090.0,48.86333333333333,Urban
Bahawalpur,2013-05-31,Monthly,6.275,2052460.25,47.80166666666666,Urban
Bahawalpur,2013-06-30,Monthly,6.25,1940830.5,46.739999999999995,Urban
Bahawalpur,2013-07-31,Monthly,6.225,1829200.75,45.678333333333335,Urban
Bahawalpur,2013-08-31,Monthly,6.2,1717571.0,44.61666666666667,Urban
Bahawalpur,2013-09-30,Monthly,6.175,1605941.25,43.555,Urban
Bahawalpur,2013-10-31,Monthly,6.1499999999999995,1494311.5,42.49333333333333,Urban
Bahawalpur,2013-11-30,Monthly,6.125,1382681.75,41.431666666666665,Urban
Bahawalpur,2013-12-31,Monthly,6.1,1271052.0,40.37,Urban
Bahawalpur,2014-01-31,Monthly,6.116666666666666,1259490.0,40.51416666666667,Urban
Bahawalpur,2014-02-28,Monthly,6.133333333333333,1247928.0,40.65833333333333,Urban
Bahawalpur,2014-03-31,Monthly,6.1499999999999995,1236366.0,40.802499999999995,Urban
Bahawalpur,2014-04-30,Monthly,6.166666666666666,1224804.0,40.946666666666665,Urban
Bahawalpur,2014-05-31,Monthly,6.183333333333333,1213242.0,41.090833333333336,Urban
Bahawalpur,2014-06-30,Monthly,6.199999999999999,1201680.0,41.235,Urban
Bahawalpur,2014-07-31,Monthly,6.216666666666667,1190118.0,41.37916666666666,Urban
Bahawalpur,2014-08-31,Monthly,6.233333333333333,1178556.0,41.52333333333333,Urban
Bahawalpur,2014-09-30,Monthly,6.25,1166994.0,41.667500000000004,Urban
Bahawalpur,2014-10-31,Monthly,6.266666666666667,1155432.0,41.81166666666667,Urban
Bahawalpur,2014-11-30,Monthly,6.283333333333333,1143870.0,41.95583333333333,Urban
Bahawalpur,2014-12-31,Monthly,6.3,1132308.0,42.1,Urban
Bahawalpur,2015-01-31,Monthly,6.316666666666666,1088837.25,43.056666666666665,Urban
Bahawalpur,2015-02-28,Monthly,6.333333333333333,1045366.5,44.013333333333335,Urban
Bahawalpur,2015-03-31,Monthly,6.35,1001895.75,44.97,Urban
Bahawalpur,2015-04-30,Monthly,6.366666666666666,958425.0,45.92666666666667,Urban
Bahawalpur,2015-05-31,Monthly,6.383333333333333,914954.25,46.88333333333333,Urban
Bahawalpur,2015-06-30,Monthly,6.4,871483.5,47.84,Urban
Bahawalpur,2015-07-31,Monthly,6.416666666666667,828012.75,48.79666666666667,Urban
Bahawalpur,2015-08-31,Monthly,6.433333333333334,784542.0,49.75333333333333,Urban
Bahawalpur,2015-09-30,Monthly,6.45,741071.25,50.71,Urban
Bahawalpur,2015-10-31,Monthly,6.466666666666667,697600.5,51.666666666666664,Urban
Bahawalpur,2015-11-30,Monthly,6.483333333333333,654129.75,52.623333333333335,Urban
Bahawalpur,2015-12-31,Monthly,6.5,610659.0,53.58,Urban
Bahawalpur,2016-01-31,Monthly,6.491666666666667,629021.0,52.9775,Urban
Bahawalpur,2016-02-29,Monthly,6.483333333333333,647383.0,52.375,Urban
Bahawalpur,2016-03-31,Monthly,6.475,665745.0,51.7725,Urban
Bahawalpur,2016-04-30,Monthly,6.466666666666667,684107.0,51.17,Urban
Bahawalpur,2016-05-31,Monthly,6.458333333333334,702469.0,50.5675,Urban
Bahawalpur,2016-06-30,Monthly,6.45,720831.0,49.965,Urban
Bahawalpur,2016-07-31,Monthly,6.441666666666666,739193.0,49.3625,Urban
Bahawalpur,2016-08-31,Monthly,6.433333333333334,757555.0,48.76,Urban
Bahawalpur,2016-09-30,Monthly,6.425000000000001,775917.0,48.1575,Urban
Bahawalpur,2016-10-31,Monthly,6.416666666666667,794279.0,47.555,Urban
Bahawalpur,2016-11-30,Monthly,6.408333333333333,812641.0,46.9525,Urban
Bahawalpur,2016-12-31,Monthly,6.4,831003.0,46.35,Urban
Bahawalpur,2017-01-31,Monthly,6.383333333333334,863335.4166666666,47.45,Urban
Bahawalpur,2017-02-28,Monthly,6.366666666666667,895667.8333333334,48.55,Urban
Bahawalpur,2017-03-31,Monthly,6.3500000000000005,928000.25,49.65,Urban
Bahawalpur,2017-04-30,Monthly,6.333333333333334,960332.6666666666,50.75,Urban
Bahawalpur,2017-05-31,Monthly,6.316666666666667,992665.0833333334,51.85,Urban
Bahawalpur,2017-06-30,Monthly,6.300000000000001,1024997.5,52.95,Urban
Bahawalpur,2017-07-31,Monthly,6.283333333333333,1057329.9166666667,54.05,Urban
Bahawalpur,2017-08-31,Monthly,6.266666666666667,1089662.3333333333,55.15,Urban
Bahawalpur,2017-09-30,Monthly,6.25,1121994.75,56.25,Urban
Bahawalpur,2017-10-31,Monthly,6.233333333333333,1154327.1666666667,57.349999999999994,Urban
Bahawalpur,2017-11-30,Monthly,6.216666666666667,1186659.5833333335,58.449999999999996,Urban
Bahawalpur,2017-12-31,Monthly,6.2,1218992.0,59.55,Urban
Bahawalpur,2018-01-31,Monthly,6.183333333333334,1220256.6666666667,57.670833333333334,Urban
Bahawalpur,2018-02-28,Monthly,6.166666666666667,1221521.3333333333,55.791666666666664,Urban
Bahawalpur,2018-03-31,Monthly,6.15,1222786.0,53.912499999999994,Urban
Bahawalpur,2018-04-30,Monthly,6.133333333333334,1224050.6666666667,52.03333333333333,Urban
Bahawalpur,2018-05-31,Monthly,6.116666666666667,1225315.3333333333,50.15416666666667,Urban
Bahawalpur,2018-06-30,Monthly,6.1,1226580.0,48.275,Urban
Bahawalpur,2018-07-31,Monthly,6.083333333333333,1227844.6666666667,46.39583333333333,Urban
Bahawalpur,2018-08-31,Monthly,6.066666666666666,1229109.3333333333,44.516666666666666,Urban
Bahawalpur,2018-09-30,Monthly,6.05,1230374.0,42.6375,Urban
Bahawalpur,2018-10-31,Monthly,6.033333333333333,1231638.6666666667,40.75833333333333,Urban
Bahawalpur,2018-11-30,Monthly,6.016666666666667,1232903.3333333333,38.87916666666666,Urban
Bahawalpur,2018-12-31,Monthly,6.0,1234168.0,37.0,Urban
Bahawalpur,2019-01-31,Monthly,6.025,1161361.9166666667,38.064166666666665,Urban
Bahawalpur,2019-02-28,Monthly,6.05,1088555.8333333333,39.12833333333333,Urban
Bahawalpur,2019-03-31,Monthly,6.075,1015749.75,40.1925,Urban
Bahawalpur,2019-04-30,Monthly,6.1,942943.6666666667,41.25666666666667,Urban
Bahawalpur,2019-05-31,Monthly,6.125,870137.5833333334,42.32083333333333,Urban
Bahawalpur,2019-06-30,Monthly,6.15,797331.5,43.385000000000005,Urban
Bahawalpur,2019-07-31,Monthly,6.175,724525.4166666667,44.44916666666667,Urban
Bahawalpur,2019-08-31,Monthly,6.2,651719.3333333334,45.513333333333335,Urban
Bahawalpur,2019-09-30,Monthly,6.225,578913.25,46.5775,Urban
Bahawalpur,2019-10-31,Monthly,6.25,506107.16666666674,47.641666666666666,Urban
Bahawalpur,2019-11-30,Monthly,6.2749999999999995,433301.0833333334,48.70583333333334,Urban
Bahawalpur,2019-12-31,Monthly,6.3,360495.0,49.77,Urban
Bahawalpur,2020-01-31,Monthly,6.316666666666666,483633.25,49.41166666666667,Urban
Bahawalpur,2020-02-29,Monthly,6.333333333333333,606771.5,49.053333333333335,Urban
Bahawalpur,2020-03-31,Monthly,6.35,729909.75,48.695,Urban
Bahawalpur,2020-04-30,Monthly,6.366666666666666,853048.0,48.336666666666666,Urban
Bahawalpur,2020-05-31,Monthly,6.383333333333333,976186.25,47.97833333333333,Urban
Bahawalpur,2020-06-30,Monthly,6.4,1099324.5,47.620000000000005,Urban
Bahawalpur,2020-07-31,Monthly,6.416666666666667,1222462.75,47.26166666666667,Urban
Bahawalpur,2020-08-31,Monthly,6.433333333333334,1345601.0,46.903333333333336,Urban
Bahawalpur,2020-09-30,Monthly,6.45,1468739.25,46.545,Urban
Bahawalpur,2020-10-31,Monthly,6.466666666666667,1591877.5,46.18666666666667,Urban
Bahawalpur,2020-11-30,Monthly,6.483333333333333,1715015.75,45.82833333333333,Urban
Bahawalpur,2020-12-31,Monthly,6.5,1838154.0,45.47,Urban
Bahawalpur,2021-01-31,Monthly,6.516666666666667,1797670.0833333333,44.71,Urban
Bahawalpur,2021-02-28,Monthly,6.533333333333333,1757186.1666666667,43.95,Urban
Bahawalpur,2021-03-31,Monthly,6.55,1716702.25,43.19,Urban
Bahawalpur,2021-04-30,Monthly,6.566666666666666,1676218.3333333333,42.43,Urban
Bahawalpur,2021-05-31,Monthly,6.583333333333333,1635734.4166666667,41.67,Urban
Bahawalpur,2021-06-30,Monthly,6.6,1595250.5,40.91,Urban
Bahawalpur,2021-07-31,Monthly,6.616666666666667,1554766.5833333335,40.15,Urban
Bahawalpur,2021-08-31,Monthly,6.633333333333334,1514282.6666666667,39.39,Urban
Bahawalpur,2021-09-30,Monthly,6.65,1473798.75,38.63,Urban
Bahawalpur,2021-10-31,Monthly,6.666666666666667,1433314.8333333335,37.870000000000005,Urban
Bahawalpur,2021-11-30,Monthly,6.683333333333334,1392830.9166666667,37.11,Urban
Bahawalpur,2021-12-31,Monthly,6.7,1352347.0,36.35,Urban
Bahawalpur,2022-01-31,Monthly,6.691666666666666,1372816.8333333333,37.28916666666667,Urban
Bahawalpur,2022-02-28,Monthly,6.683333333333334,1393286.6666666667,38.22833333333333,Urban
Bahawalpur,2022-03-31,Monthly,6.675,1413756.5,39.167500000000004,Urban
Bahawalpur,2022-04-30,Monthly,6.666666666666667,1434226.3333333333,40.10666666666667,Urban
Bahawalpur,2022-05-31,Monthly,6.658333333333333,1454696.1666666667,41.045833333333334,Urban
Bahawalpur,2022-06-30,Monthly,6.65,1475166.0,41.985,Urban
Bahawalpur,2022-07-31,Monthly,6.641666666666667,1495635.8333333333,42.924166666666665,Urban
Bahawalpur,2022-08-31,Monthly,6.633333333333333,1516105.6666666667,43.86333333333333,Urban
Bahawalpur,2022-09-30,Monthly,6.625,1536575.5,44.802499999999995,Urban
Bahawalpur,2022-10-31,Monthly,6.616666666666666,1557045.3333333333,45.74166666666667,Urban
Bahawalpur,2022-11-30,Monthly,6.608333333333333,1577515.1666666667,46.68083333333333,Urban
Bahawalpur,2022-12-31,Monthly,6.6,1597985.0,47.62,Urban
Bahawalpur,2023-01-31,Monthly,6.583333333333333,1509294.0,46.785,Urban
Bahawalpur,2023-02-28,Monthly,6.566666666666666,1420603.0,45.949999999999996,Urban
Bahawalpur,2023-03-31,Monthly,6.55,1331912.0,45.114999999999995,Urban
Bahawalpur,2023-04-30,Monthly,6.533333333333333,1243221.0,44.28,Urban
Bahawalpur,2023-05-31,Monthly,6.516666666666667,1154530.0,43.445,Urban
Bahawalpur,2023-06-30,Monthly,6.5,1065839.0,42.61,Urban
Bahawalpur,2023-07-31,Monthly,6.483333333333333,977148.0,41.775,Urban
Bahawalpur,2023-08-31,Monthly,6.466666666666667,888457.0,40.94,Urban
Bahawalpur,2023-09-30,Monthly,6.45,799766.0,40.105000000000004,Urban
Bahawalpur,2023-10-31,Monthly,6.433333333333334,711075.0,39.27,Urban
Bahawalpur,2023-11-30,Monthly,6.416666666666667,622384.0,38.435,Urban
Bahawalpur,2023-12-31,Monthly,6.4,533693.0,37.6,Urban
Bahawalpur,2024-01-31,Monthly,6.383333333333334,527415.25,37.594166666666666,Urban
Bahawalpur,2024-02-29,Monthly,6.366666666666667,521137.5,37.58833333333334,Urban
Bahawalpur,2024-03-31,Monthly,6.3500000000000005,514859.75,37.5825,Urban
Bahawalpur,2024-04-30,Monthly,6.333333333333334,508582.0,37.57666666666667,Urban
Bahawalpur,2024-05-31,Monthly,6.316666666666667,502304.25,37.57083333333333,Urban
Bahawalpur,2024-06-30,Monthly,6.300000000000001,496026.5,37.565,Urban
Bahawalpur,2024-07-31,Monthly,6.283333333333333,489748.75,37.55916666666667,Urban
Bahawalpur,2024-08-31,Monthly,6.266666666666667,483471.0,37.553333333333335,Urban
Bahawalpur,2024-09-30,Monthly,6.25,477193.25,37.5475,Urban
Bahawalpur,2024-10-31,Monthly,6.233333333333333,470915.5,37.54166666666667,Urban
Bahawalpur,2024-11-30,Monthly,6.216666666666667,464637.75,37.535833333333336,Urban
Bahawalpur,2024-12-31,Monthly,6.2,458360.0,37.53,Urban
Bahawalpur,2000-12-31,Weekly,6.1,2790912.0,55.71,Urban
Bahawalpur,2001-01-07,Weekly,6.097444089456869,2788468.0798722045,55.67789137380192,Urban
Bahawalpur,2001-01-14,Weekly,6.094888178913737,2786024.159744409,55.64578274760383,Urban
Bahawalpur,2001-01-21,Weekly,6.0923322683706065,2783580.2396166134,55.61367412140575,Urban
Bahawalpur,2001-01-28,Weekly,6.089776357827476,2781136.319488818,55.58156549520767,Urban
Bahawalpur,2001-02-04,Weekly,6.087220447284345,2778692.3993610223,55.54945686900959,Urban
Bahawalpur,2001-02-11,Weekly,6.084664536741213,2776248.4792332267,55.5173482428115,Urban
Bahawalpur,2001-02-18,Weekly,6.082108626198083,2773804.559105431,55.48523961661342,Urban
Bahawalpur,2001-02-25,Weekly,6.079552715654952,2771360.6389776357,55.45313099041534,Urban
Bahawalpur,2001-03-04,Weekly,6.076996805111821,2768916.71884984,55.42102236421725,Urban
Bahawalpur,2001-03-11,Weekly,6.074440894568689,2766472.7987220446,55.38891373801917,Urban
Bahawalpur,2001-03-18,Weekly,6.071884984025559,2764028.878594249,55.35680511182109,Urban
Bahawalpur,2001-03-25,Weekly,6.069329073482428,2761584.9584664535,55.324696485623,Urban
Bahawalpur,2001-04-01,Weekly,6.066773162939297,2759141.038338658,55.29258785942492,Urban
Bahawalpur,2001-04-08,Weekly,6.0642172523961655,2756697.1182108624,55.26047923322684,Urban
Bahawalpur,2001-04-15,Weekly,6.061661341853035,2754253.1980830673,55.22837060702876,Urban
Bahawalpur,2001-04-22,Weekly,6.059105431309904,2751809.277955272,55.19626198083067,Urban
Bahawalpur,2001-04-29,Weekly,6.056549520766773,2749365.357827476,55.16415335463259,Urban
Bahawalpur,2001-05-06,Weekly,6.053993610223642,2746921.4376996807,55.13204472843451,Urban
Bahawalpur,2001-05-13,Weekly,6.051437699680511,2744477.517571885,55.09993610223642,Urban
Bahawalpur,2001-05-20,Weekly,6.04888178913738,2742033.5974440896,55.06782747603834,Urban
Bahawalpur,2001-05-27,Weekly,6.046325878594248,2739589.677316294,55.03571884984026,Urban
Bahawalpur,2001-06-03,Weekly,6.043769968051118,2737145.7571884985,55.00361022364217,Urban
Bahawalpur,2001-06-10,Weekly,6.041214057507987,2734701.837060703,54.97150159744409,Urban
Bahawalpur,2001-06-17,Weekly,6.038658146964856,2732257.9169329074,54.93939297124601,Urban
Bahawalpur,2001-06-24,Weekly,6.0361022364217245,2729813.996805112,54.90728434504793,Urban
Bahawalpur,2001-07-01,Weekly,6.033546325878594,2727370.0766773163,54.87517571884984,Urban
Bahawalpur,2001-07-08,Weekly,6.030990415335463,2724926.156549521,54.84306709265176,Urban
Bahawalpur,2001-07-15,Weekly,6.028434504792332,2722482.2364217252,54.81095846645368,Urban
Bahawalpur,2001-07-22,Weekly,6.025878594249201,2720038.3162939297,54.77884984025559,Urban
Bahawalpur,2001-07-29,Weekly,6.02332268370607,2717594.396166134,54.74674121405751,Urban
Bahawalpur,2001-08-05,Weekly,6.020766773162939,2715150.4760383386,54.71463258785943,Urban
Bahawalpur,2001-08-12,Weekly,6.018210862619808,2712706.555910543,54.682523961661346,Urban
